id,name_ru,name_en,category,value_rub,stack_max,stack_declared,spawn_w_milli,spawn_rooms,spawn_count_max,equip_slot,durability,resist_kinetic,resist_buckshot,resist_energy,resist_fire,resist_psi,science_value,contraband_score,deceptive_score,use_effect,use_a,use_b,use_grant_id,use_grant_n,ammo_id,craft_mechanics,craft_electronics,craft_consumables,craft_bio,craft_chemical,craft_metal,craft_psimatter,craft_metamatter,craft_station,craft_tier,tag_count,tags_hot,tags_all,desc_ru,mass_g,light_radius_mm,light_intensity_e3,light_cone_deg,flicker
morphine_ampoule,Ампула морфина,Morphine Ampoule,MEDICINE,140,255,,1000,MEDICAL|HQ,1,None,,,,,,,,,,Heal,60,,,,,0,0,2,1,5,0,0,0,lab,1,2,medicine,controlled|medicine,"Сильное обезболивание строгого учёта. Боль уходит, долг остаётся.",120,0,0,0,none
moskvin_rifle,Винтовка Москвина,Moskvin rifle,WEAPON,7500,1,,60,HQ,1,Weapon,,,,,,,,,,None,,,,,ammo_762,11,5,0,0,3,16,0,0,lathe,2,6,liquidator|weapon,ammo_762|liquidator|precision|rank3_trade|rifle|weapon,Медленная ликвидаторская винтовка. Урон 76. Один дорогой точный выстрел 7.62 вместо очереди.,4200,0,0,0,none
mushroom_mass,Грибная масса,Mushroom Mass,FOOD,6,255,,1000,KITCHEN|STORAGE|PRODUCTION,5,None,,,,,,,,,,Feed,22,,,,,0,0,1,1,0,0,0,0,any,0,3,bait,bait|bait_fungal|bait_wet,Срезанный урожай из мокрой прачечной. Сытно; плотоядной грибнице тоже интересно.,400,0,0,0,none
mutant_tissue_sample,Образец ткани твари,Creature Tissue Sample,MISC,115,4,4,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,4,2,0,0,0,lab,1,7,evidence|nii|sample|trade,ecology|evidence|legal_handoff|monster|nii|sample|trade,"Срез, который уже не похож на мясо и ещё не стал отчётом. Экологи платят, если не съесть и не выкинуть.",150,0,0,0,none
nagant,Револьвер Наган,Nagant Revolver,WEAPON,720,1,,1000,OFFICE|STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_nagant,6,2,0,0,1,7,0,0,lathe,2,0,,,Старый револьвер. Урон 48. Очень медленный точный выстрел,800,0,0,0,none
nailgun,Гвоздомёт,Nailgun,WEAPON,360,1,,1000,PRODUCTION,1,Weapon,,,,,,,,,,None,,,,,ammo_nails,5,0,0,0,0,6,0,0,lathe,1,0,,,"Промышленный гвоздомёт. Урон 14. Точный рабочий выстрел, гвозди дефицитны",3500,0,0,0,none
napalm_mix,Напалмовая смесь,Napalm mixture,AMMO,120,3,3,0,,1,None,,,,,,,,,,None,,,,,,0,0,0,0,2,2,0,0,lathe,0,6,ammo|cleanup|liquidator,ammo|cleanup|fire|fuel|liquidator|napalm,"Вязкая заправка для большой зачистки. Пока нет штатного ранца, это топливо, улика и причина не курить рядом.",1500,0,0,0,none
neighbor_complaint,Жалоба соседа,Neighbor's Complaint,MISC,5,1,,1000,LIVING|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,2,0,0,0,0,0,workbench,0,0,,,"Почерк злой, аргументы точные.",200,0,0,0,none
nii_contraband_manifest,Ведомость утечки НИИ,NII Leak Manifest,MISC,140,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,5,2,1,0,0,0,workbench,1,5,audit|contraband|document|evidence|nii,audit|contraband|document|evidence|nii,Акт ревизии: опечатанные пробы вышли из НИИ как списанная тара и всплыли у рыночных посредников.,20,0,0,0,none
nii_forged_audit,Подложный акт НИИ,Forged NII Act,MISC,110,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,5,2,1,0,0,0,workbench,1,5,audit|contraband|document|forgery|nii,audit|contraband|document|forgery|nii,"Акт списания, где заражённая проба стала пустой ампулой, а пустая ампула стала премией.",20,0,0,0,none
nii_market_receipt,Рыночная расписка НИИ,NII Market Receipt,MISC,95,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,3,1,1,0,0,0,workbench,0,5,black_market|contraband|evidence|nii,black_market|contraband|evidence|nii|receipt,Неровная расписка за прозрачную пробу. Номер шкафа и чужая печать годятся как улика.,150,0,0,0,none
nii_sample_container,Тара НИИ для пробы,NII Sample Container,MISC,65,4,4,0,,1,None,,,,,,,,,,None,,,,,,0,0,2,2,1,0,0,0,workbench,0,10,audit|document|nii|official|trade,audit|container|document|legal_handoff|nii|official|sampleware|science|sealed|trade,"Пломбируемая тара НИИ с актом ответственности, местом под бирку и страхом потерять пломбу. Ею берут пробу законно; без журнала она уже повод для аудита.",20,0,0,0,none
nii_sample_label,Наклейка НИИ для пробы,Research institute sticker for testing,MISC,35,10,10,450,MEDICAL|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,2,2,1,0,0,0,lab,0,5,document|nii|sample,document|label|legal_handoff|nii|sample,Малая наклейка с большим весом. Без неё даже чистая банка выглядит как рыночная фантазия.,20,0,0,0,none
noise_can,Шумовая банка,Noise Can,MISC,12,6,6,700,KITCHEN|STORAGE|COMMON,3,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,3,counterplay,counterplay|decoy|noise,"Банка с болтами на нитке. Используйте, чтобы дать короткий ложный шумовой след и сорвать внимание с маршрута.",200,0,0,0,none
nosin_rifle,Винтовка Носина,Nosin rifle,WEAPON,5000,1,,160,STORAGE|HQ,1,Weapon,,,,,,,,,,None,,,,,ammo_762,7,3,2,0,2,10,0,0,lathe,2,6,trade|weapon,ammo_762|civilian_stash|militia|rifle|trade|weapon,"Ополченский болтовик с длинным затвором. Урон 55. Медленный точный выстрел за один 7.62, без очереди и складского шума.",4000,0,0,0,none
note,Записка,Note,NOTE,1,1,,1000,LIVING|COMMON|STORAGE|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,1,0,0,0,0,0,any,0,0,,,"Чья-то записка: тайник, жалоба, адрес или предупреждение",10,0,0,0,none
o15_multijet_flamer,6О15-УТТХ,6O15-UTTH,WEAPON,15000,1,,12,HQ|PRODUCTION,1,Weapon,,,,,,,,,,None,,,,,napalm_mix,8,2,0,0,15,10,0,0,lathe,2,8,liquidator|weapon,breach|deep_engineer_stash|engineer|flame|liquidator|napalm|slime_counterplay|weapon,"Инженерная прожигалка с тремя соплами. Урон 6x3. Медленнее РОКСа, но режет узкий проход напалмом.",24000,0,0,0,none
official_permit_slip,Официальный корешок пропуска,Official Permit Slip,MISC,48,1,,1000,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,6,access|document|document_gate|official|permit,access|document|document_gate|ministry|official|permit,Документ с живой печатью бюро.,20,0,0,0,none
official_quarantine_clearance,Чистая карантинная справка,Clean Quarantine Certificate,MISC,54,1,,1000,MEDICAL|OFFICE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,5,document|medical|official|permit,document|medical|official|permit|quarantine,Справка разрешает дышать в очереди.,20,0,0,0,none
ovb_search_warrant,Ордер ОВБ на обыск,OVB search warrant,MISC,210,1,1,60,HQ|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,11,0,0,0,0,0,workbench,1,8,access|audit|document|document_gate|evidence|official,access|audit|document|document_gate|evidence|official|ovb|warrant,Жесткий ордер на чужой шкаф и чужие оправдания. Легальная сила с нелегким эхом.,20,0,0,0,none
overexposed_photo,Засвеченный кадр,Overexposed Frame,MISC,140,1,,0,,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,4,evidence,contaminated_item|evidence|photo|veretar,"Белое фото после Веретара. На кадре лишняя комната и край белого обхода; как карта бесполезно, как улика опасно.",150,0,0,0,none
ozk_patch,Заплата ОЗК,OZK patch,MISC,46,8,8,650,MEDICAL|HQ|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,0,0,0,3,0,0,lathe,0,4,liquidator|repair,liquidator|ppe|repair|repair_input,Прорезиненная заплата с клеевой кромкой. Ликвидатор тратит её на дырявый ОЗК; вор продаёт как дефицит.,200,0,0,0,none
p14_gasmask_receipt,Квитанция 8П14,Receipt 8P14,MISC,24,1,,650,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,7,access|document|liquidator,access|document|gasmask|issue|liquidator|ppe|receipt,"Квитанция на выдачу противогаза 8П14. Держите рядом с фильтровой квитанцией, сдавайте на посту или продайте до проверки.",20,0,0,0,none
p41_heavy_mg,6П41 пулемёт,6P41 machine gun,WEAPON,15000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_belt,11,5,0,0,3,16,0,0,lathe,2,9,liquidator|weapon,ammo_belt|ammo_burn|heavy_mg|liquidator|mounted|production_belt|stationary|theft|weapon,"Станковый пулемёт инженерной смены. Урон 18. Лента исчезает быстрее, чем ревизия моргает; на маршруте это кража, а не находка.",10800,0,0,0,none
painkiller_pack,Болеутоляющее,Painkiller,MEDICINE,36,255,,900,MEDICAL|STORAGE|SMOKING,1,None,,,,,,,,,,Painkiller,10,-6,,,,0,0,2,0,3,0,0,0,lab,0,2,medicine,medicine|pain,"Пакет таблеток без обещания причины. Снимает боль на ходу: немного лечит, но быстро клонит к стене.",120,0,0,0,none
part_ticket,Партбилет,Party card,MISC,160,1,1,80,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,6,access|document|document_gate|official|permit,access|document|document_gate|official|party|permit,"Высокая бумага для низкого коридора. На посту ее читают медленнее, чем пропуск, но тише спорят.",20,0,0,0,none
party_might_launcher,Подствольник «Мощь партии»,"Launcher ""Power of the Party""",WEAPON,8000,1,,18,HQ,1,Weapon,,,,,,,,,,None,,,,,grenade,8,3,0,0,13,11,0,0,lathe,2,5,liquidator|weapon,breach|grenade|liquidator|rare|weapon,Съёмный ликвидаторский гранатомёт без системы креплений. Урон 110 по площади. Носится как отдельная беда.,8000,0,0,0,none
party_portrait_pin,Значок с портрета партии,Party portrait badge,MISC,22,6,6,550,OFFICE|COMMON|LIVING,2,None,,,,,,,,,,None,,,,,,1,0,4,0,0,0,0,0,workbench,0,4,resident_good|trade,bribe|bureaucracy|resident_good|trade,"Малый значок с большой уверенностью. Бюро любит такие мелочи, пока не спрашивают год выпуска.",200,0,0,0,none
passport_stub,Паспортный корешок,Passport Stub,MISC,45,1,,1000,OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,5,access|document|evidence,access|document|evidence|identity|passport,"Полпаспорт, полобещание пропустить. Удостоверяет не личность, а право спорить с тем, кто ее ищет.",20,0,0,0,none
pbrog1_foam_launcher,ПБРОГ-1,PBROG-1,WEAPON,820,1,1,0,,1,Weapon,,,,,,,,,,None,,,,,pbrog1_foam_launcher,3,0,0,0,7,6,0,0,lathe,2,8,liquidator|single_use|weapon,control|engineer|foam|launcher|liquidator|rare_engineer_crate|single_use|weapon,"Одноразовый пенопуск инженерной смены. Урон 24 по площади. Украсть из серого ящика, выстрелить в толпу или сберечь до самосбора.",5500,0,0,0,none
pearl_barley,Перловка в банке,Canned Pearl Barley,FOOD,7,255,,1000,KITCHEN|STORAGE,5,None,,,,,,,,,,Feed,24,,,,,0,0,1,1,0,0,0,0,any,0,2,bait,bait|bait_starch,Жесткая крупа из резерва. Банка пережила уже два самосбора и трёх хозяев.,400,0,0,0,none
permanent_pass,Пропуск постоянный,Permanent Pass,MISC,90,1,,1000,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,3,document,document|ministry|pass,"Постоянный пропуск с печатью. Полезнее временного, пока его не сверили с журналом.",20,0,0,0,none
permanganate_vial,Марганцовка,Potassium permangantsovka,MEDICINE,28,255,,650,MEDICAL|BATHROOM|STORAGE,2,None,,,,,,,,,,Heal,10,,,,,0,0,2,0,3,0,0,0,lab,0,4,medicine|reagent,injection_counterplay|medicine|poison_counterplay|reagent,"Фиолетовый флакон для воды, кожи, уколов и старых санитарных споров. Сейчас работает как малое лечение и хороший реагент.",300,0,0,0,none
personal_file_copy,Копия личного дела,Personnel File Copy,MISC,110,1,,1000,OFFICE,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,0,,,"Выписка с фамилией, комнатой и отметками. Показывает, кому верят в архиве.",200,0,0,0,none
pills,Таблетки,Pills,MEDICINE,40,255,,1000,MEDICAL,1,None,,,,,,,,,,HealPsi,25,3,,,,0,0,2,0,3,0,0,0,lab,0,3,medicine,common|medicine|psi_restore,"Обезболивающее из медшкафа. Лечит 25 HP, добавляет +3 ПСИ и немного тишины.",120,0,0,0,none
pistol_grenade_launcher,Пистолет-гранатомёт,Pistol-grenade launcher,WEAPON,5200,1,,35,STORAGE|SMOKING|HQ,1,Weapon,,,,,,,,,,None,,,,,grenade,6,3,0,0,14,12,0,0,lathe,2,7,contraband|weapon,contraband|grenade|militia|rare_stash|self_risk|single_shot|weapon,"Ополченская редкость под обычную гранату. Урон 70 по площади. Дальше броска, опаснее репутации.",1800,0,0,0,none
plasma,Плазмаган,Plasmagun,WEAPON,45000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_energy,12,27,0,0,4,15,0,0,net_terminal,3,0,,,Плазменное оружие. Урон 26. Быстрая неточная трата энергоячеек,11000,0,0,0,none
plastic_sheet,Пластик,Plastic,MISC,7,12,12,900,STORAGE|PRODUCTION|LIVING,5,None,,,,,,,,,,None,,,,,,0,1,0,0,0,1,0,0,lathe,0,7,electronics|production|trade,electronics|material|plastic|production|repair_input|tools|trade,"Лист пластика из торгового автомата или разбитой панели. Украдите из шкафа, продайте электрику или оставьте на корпус и прокладку.",500,0,0,0,none
pneumomail_capsule,Опечатанная пневмокапсула,Sealed Pneumomail Capsule,MISC,65,1,1,0,,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,4,document|evidence,document|evidence|pneumomail|sealed,"Латунный тубус старой пневмопочты. Можно сдать, продать или отправить как улику.",20,0,0,0,none
portable_siren_key,Ключ переносной сирены,Portable siren key,MISC,85,1,1,350,HQ|OFFICE,1,None,,,,,,,,,,None,,,,,,2,5,1,0,0,0,0,0,workbench,1,6,electronics|liquidator|repair,electronics|liquidator|repair|service|siren|warning,"Служебный ключ к переносной сирене. Сейф его хранит как ремонт, взятку или улику перед следующей тревогой.",500,0,0,0,none
post_samosbor_probe_kit,Набор замера после самосбора,Set of measurements after samosbor,MISC,280,1,1,120,HQ|MEDICAL,1,None,,,,,,,,,,None,,,,,,3,0,5,0,3,0,0,0,workbench,1,8,cleanup|evidence|liquidator|nii|samosbor,aftermath|cleanup|evidence|handoff|liquidator|nii|samosbor|science,"Полевой футляр с щупами, метками и актом отбора. Сдать НИИ, передать ликвидатору или продать: цена держится на целой пломбе.",150,0,0,0,none
ppsh,ППШ,PPSh,WEAPON,1200,1,,1000,STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_9mm,6,2,0,0,1,7,0,0,lathe,2,0,,,Пистолет-пулемёт. Урон 8. Давит темпом и быстро съедает 9мм,3630,0,0,0,none
pressed_sugar,Красняк прессованный,Pressed Krasnyak,FOOD,5,255,,1000,KITCHEN|COMMON,6,None,,,,,,,,,,Feed,8,,,,,0,0,1,1,0,0,0,0,any,0,2,bait,bait|bait_sugar,"Красный сладкий концентрат-премия. На вкус почти праздник, оттого слухи про состав только хуже.",400,0,0,0,none
pressure_logbook,Журнал давления,Pressure Log,MISC,34,1,,1000,PRODUCTION|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,0,,,"Мокрый журнал с цифрами по трубам. Нужен для ремонта, отчёта или доноса.",200,0,0,0,none
protective_apron,Кислотный фартук,Acid apron,MISC,95,1,1,280,MEDICAL|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,3,0,5,0,0,0,workbench,1,6,cleanup|evidence|liquidator|nii|trade,acid|cleanup|evidence|liquidator|nii|trade,Толстый фартук из лабораторной резины. НИИ берёт его как вещдок после слизи; ликвидатор берёт как товар до первой дырки.,150,0,0,0,none
protein_mold_cake,Плесневой белковый брикет,Mold protein briquette,FOOD,12,255,,550,KITCHEN|STORAGE|BATHROOM,3,None,,,,,,,,,,Feed,28,,,,,0,0,1,2,0,0,0,0,workbench,0,4,bait,bait|bait_fungal|concentrate|mold_food,"Плотный грибной хлеб из сырой линии. Это пайка, субстрат и приманка, пока кто-то не попросил справку.",400,0,0,0,none
psi_beam,Сгусток: ПСИ-луч,Clot: PSI Beam,WEAPON,45000,1,,180,MEDICAL,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,beam|psi|psi_clot|tool|weapon,"Сфокусированный ПСИ-луч: 14 ПСИ за импульс, 28 урона по линии. Держать как режущий инструмент.",0,0,0,0,none
psi_brainburn,Сгусток: Выжиг мозга,Clot: Brain Burn,WEAPON,52000,1,,250,MEDICAL,1,Tool,,,,,,,,,,None,,,,,,0,0,0,14,14,0,54,0,lab,3,5,psi|psi_clot|tool|weapon,mind|psi|psi_clot|tool|weapon,Запрещённый импульс НИИ: 22 ПСИ. Убивает цель не выше вашего уровня.,0,0,0,0,none
psi_concrete_splinter,Сгусток: Бетонный осколок,Clot: Concrete Splinter,WEAPON,14000,1,,750,MEDICAL|PRODUCTION,1,Tool,,,,,,,,,,None,,,,,,0,0,0,6,6,0,23,0,lab,2,4,psi|psi_clot|tool|weapon,psi|psi_clot|tool|weapon,"ПСИ-осколок: 6 ПСИ, 23 урона. Дешёвый направленный удар для узкого прохода.",0,0,0,0,none
psi_control,Сгусток: Контроль,Clot: Control,WEAPON,64000,1,,250,MEDICAL,1,Tool,,,,,,,,,,None,,,,,,0,0,0,14,14,0,54,0,lab,3,5,psi|psi_clot|tool|weapon,mind|psi|psi_clot|tool|weapon,"Принудительный ПСИ-захват: 20 ПСИ, цель 15с +1с/ИНТ считает вас союзником. Используйте это время на отход.",0,0,0,0,none
psi_dust,ПСИ-пыль,PSI Dust,MISC,120,1,,1000,MEDICAL|OFFICE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,3,0,lab,1,0,,,"Мерцающая пыль из-под старой печати. В НИИ её собирают шпателем, не дыханием.",0,0,0,0,none
psi_madness,Сгусток: Безумие,Clot: Madness,WEAPON,18000,1,,650,OFFICE|COMMON,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,mind|psi|psi_clot|tool|weapon,"Сбойный поведенческий импульс: 10 ПСИ, цель 15с +1с/ИНТ атакует ближайших. Потом объяснения не принимают.",0,0,0,0,none
psi_mark,Сгусток: Метка,Clot: Mark,WEAPON,10000,1,,800,MEDICAL|OFFICE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,6,6,0,23,0,lab,2,4,psi|psi_clot|tool,mark|psi|psi_clot|tool,"Метка возврата: 4 ПСИ. Ставит точку, куда потом тянет сгусток Возврат.",0,0,0,0,none
psi_meat_hook,Сгусток: Мясной крюк,Clot: Meat Hook,WEAPON,26000,1,,450,MEDICAL|STORAGE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,meat|psi|psi_clot|tool|weapon,"Тяжёлый органический снаряд: 13 ПСИ, 50 урона. Тару после переноски мыть йодом.",0,0,0,0,none
psi_order_seal,Сгусток: Печать порядка,Clot: Order Seal,WEAPON,24000,1,,400,OFFICE|HQ,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,aoe|psi|psi_clot|tool|weapon,"Плотный импульс печати: 12 ПСИ, 27 урона по малой площади. Не ставить рядом с бланками.",0,0,0,0,none
psi_phase,Сгусток: Фазовый сдвиг,Clot: Phase Shift,WEAPON,70000,1,,200,STORAGE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,12,12,0,48,18,net_terminal,4,4,psi|psi_clot|tool,phase|psi|psi_clot|tool,"Проход через стену: 17 ПСИ, 15с +1с/ИНТ. Не останавливайтесь внутри препятствия.",0,0,0,0,none
psi_possession,Сгусток: Вселение,Clot: Possession,WEAPON,76000,1,,120,MEDICAL,1,Tool,,,,,,,,,,None,,,,,,0,0,0,12,12,0,48,18,net_terminal,4,5,psi|psi_clot|tool,mind|possession|psi|psi_clot|tool,"Запрещённый перенос НИИ: 26 ПСИ, 15с +1с/ИНТ ведёт чужое тело, если ваш интеллект выше цели. Ваше тело остаётся на месте.",0,0,0,0,none
psi_recall,Сгусток: Возврат,Clot: Recall,WEAPON,18000,1,,650,MEDICAL|OFFICE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,4,psi|psi_clot|tool,psi|psi_clot|recall|tool,"Возврат к ПСИ-метке: 8 ПСИ. Работает лучше, если метка стоит у укрытия или лифта.",0,0,0,0,none
psi_rupture,Сгусток: Разрыв,Clot: Rupture,WEAPON,16000,1,,700,MEDICAL|STORAGE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,aoe|psi|psi_clot|tool|weapon,"Нестабильный разрывной сгусток: 8 ПСИ, 18 урона по площади. Работает как аварийный заряд.",0,0,0,0,none
psi_shadow_lance,Сгусток: Теневая пика,Clot: Shadow Lance,WEAPON,24000,1,,450,MEDICAL|OFFICE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,4,psi|psi_clot|tool|weapon,psi|psi_clot|tool|weapon,"Быстрый теневой прокол: 12 ПСИ, 44 урона. В журнале проходит как направленный риск.",0,0,0,0,none
psi_shield,Сгусток: ПСИ-щит,Clot: PSI shield,WEAPON,30000,1,,300,MEDICAL|HQ,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,4,psi|psi_clot|tool,defense|psi|psi_clot|tool,"Защитный ПСИ-контур: 12 ПСИ, 15с +1с/ИНТ не дает HP просесть. 10% входящего урона уходит из запаса ПСИ.",0,0,0,0,none
psi_siren_pulse,Сгусток: Сиренный импульс,Clot: Siren Pulse,WEAPON,32000,1,,350,HQ|OFFICE,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,aoe|psi|psi_clot|tool|weapon,"ПСИ-импульс с малым разрывом: 13 ПСИ, 22 урона. Не стойте рядом с целью.",0,0,0,0,none
psi_stabilizer,ПСИ-стабилизатор,PSI Stabilizer,MEDICINE,300,255,,350,MEDICAL|OFFICE,1,None,,,,,,,,,,HealPsi,0,20,,,,0,0,4,0,7,0,0,0,lab,1,3,medicine,medicine|psi_restore|stabilizer,"Гасит дрожь после сгустков. +20 ПСИ: один сильный импульс, не новая жизнь.",0,0,0,0,none
psi_storm,Сгусток: Пси буря,Clot: PSI Storm,WEAPON,36000,1,,350,MEDICAL,1,Tool,,,,,,,,,,None,,,,,,0,0,0,10,10,0,38,0,lab,3,5,psi|psi_clot|tool|weapon,aoe|psi|psi_clot|tool|weapon,"Пакетированный многоточечный импульс: 19 ПСИ, бьёт врагов в поле зрения. Дорогой ответ на толпу.",0,0,0,0,none
psi_strike,Сгусток: Пси удар,Clot: PSI Strike,WEAPON,10000,1,,1000,MEDICAL|OFFICE|COMMON,1,Tool,,,,,,,,,,None,,,,,,0,0,0,6,6,0,23,0,lab,2,4,psi|psi_clot|tool|weapon,psi|psi_clot|tool|weapon,"Полевой ПСИ-инструмент НИИ: 3 ПСИ, 12 урона. Короткий импульс, отдача в висках.",0,0,0,0,none
psi_void_needle,Сгусток: Пустотная игла,Clot: Void Needle,WEAPON,70000,1,,150,MEDICAL,1,Tool,,,,,,,,,,None,,,,,,0,0,0,12,12,0,48,18,net_terminal,4,4,psi|psi_clot|tool|weapon,psi|psi_clot|tool|weapon,"Точный лабораторный импульс: 23 ПСИ, 96 урона. Берегите для сильной одиночной цели.",0,0,0,0,none
psychiatrist_referral,Направление к психиатру,Psychiatrist Referral,MISC,18,1,,1000,MEDICAL|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,0,,,"Направление из медпункта. Годится для врача, архива или неловкого разговора.",200,0,0,0,none
ptrs_liquidator,ПТРС ликвидатора,PTRS liquidator,WEAPON,70000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_harpoon,25,13,0,0,6,38,0,0,lathe,3,8,liquidator|weapon,ammo_harpoon|anti_armor|boss_rifle|darkness_route|liquidator|precision|rifle|weapon,"Противотварный тяжёлый ствол из дальнего маршрута. Урон 170. Один гарпунный стержень, длинный откат и решение: снять броню сейчас или нести вес дальше.",20300,0,0,0,none
pump_impeller,Крыльчатка насоса,Pump impeller,MISC,76,2,2,350,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,3,0,0,0,0,5,0,0,lathe,1,7,production|repair,maintenance|metal|production|pump|repair|repair_input|water,Тяжёлая крыльчатка из мокрой насосной. С паспортом насоса идёт в ремонт водяного узла; без него выглядит как кража.,200,0,0,0,none
pump_passport,Паспорт насоса,Pump Passport,MISC,40,1,,1000,PRODUCTION|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,0,,,"Технический паспорт насоса. Нужен для ремонта, отчёта или спора с постом.",200,0,0,0,none
pushkin_shotgun,Ружьё «Пушкин»,"Gun ""Pushkin""",WEAPON,3200,1,,18,HQ|SMOKING,1,Weapon,,,,,,,,,,None,,,,,ammo_shells,8,2,0,0,2,12,0,0,lathe,2,9,black_market|liquidator|weapon,ammo_shells|black_market|corridor_stop|liquidator|rare|shell_platform|shotgun|tactical|weapon,"Редкая тактическая платформа под дробь. Урон 14x6. Точнее РБ-91, медленнее автоматики: купи у ряда 88 или вскрой ящик.",3400,0,0,0,none
quarantine_breach_notice,Извещение о нарушении карантина,Notice of quarantine violation,MISC,66,3,3,280,MEDICAL|OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,5,audit|document|evidence,audit|breach|document|evidence|quarantine,"Красная бумага: кто прошел, где дышал, почему теперь спорят у санитарного окна.",20,0,0,0,none
quarantine_medcard,Карантинная медкарта,Quarantine Medcard,MISC,45,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,3,document|medical,document|medical|quarantine,Карта пациента с красной полосой допуска.,20,0,0,0,none
radio,Рация,Radio,TOOL,180,1,,1000,HQ|OFFICE|STORAGE,1,Tool,120,,,,,,,,,None,,,,,,4,3,1,0,0,3,0,0,workbench,1,0,,,"Рабочая рация для докладов и слухов. Полезна там, где ликвидаторы принимают сигнал.",800,0,0,0,none
radio_headset_liquidator,Гарнитура ликвидатора,Liquidator's headset,TOOL,260,1,,180,HQ|OFFICE|STORAGE,1,Tool,90,,,,,,,,,None,,,,,,4,4,1,0,0,2,0,0,workbench,1,6,electronics|liquidator|trade,electronics|headset|hearing_boost|liquidator|radio|trade,"Уставная гарнитура с костяным треском эфира. В инструменте расширяет слышимость докладов и чужих криков; продать проще, чем объяснить номер смены.",400,0,0,0,none
radio_jammer,Карманная глушилка,Pocket Jammer,MISC,95,3,3,350,HQ|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,3,counterplay,counterplay|jammer|noise,"Одноразовый писклявый глушитель. На несколько секунд режет дальность вашего шума: выстрелы всё равно слышны, но хуже.",200,0,0,0,none
